area_council,ward,community,sector,role_in_community,other_role_in_community,sex,age_in_completed_years,marital_status,occupation,other_occupation,physical_challenge,deaf,dumb,cripple,blind,amputee,has_other_physical_challenge,other_physical_challenge,community_existence,duration_in_community,community_duration_months,condition_of_roads,movement_easy_convenient,movement_difficult_inconvenient,transport_fare_high,too_many_accidents,public_power_supply,other_sources_of_electricity,hours_of_public_power,effect_of_power_condition,public_water_supply,private_boreholes,water_vendors,stream,hand_dug_wells,harvested_rain,most_impacted_by_water_supply,other_impacted_water_supply,healthcare_facility,teaching_hospital,specialist_hospital,private_hospital,maternity_health_center_or_dispensary,herbal_homes_traditional_birth_attendance,public_primary_healthcare_facility,functional_public_healthcare_facility,healthcare_residents_go_out_of_community,healthcare_increased_complications,healthcare_other_effect,healthcare_other_effect_non_functional,educational_institution,public_nursery_school,private_nursery_school,public_primary_school,private_primary_school,public_secondary_school,private_secondary_school,colleges_of_education_or_teacher_training,universities_polytechnics_research_institutions,other_types_educational_instutitions,other_educational_institutions,education_children_travel_long_distance,education_additional_costs,education_increased_danger_exposure,waste_mangement_system,who_manages_waste,waste_high_incidence_injury,waste_offensive_odour,waste_prevalence_of_diseases,waste_other_effects,other_waste_management_absence,services_supermarkets_departmental_stores,services_daily_markets,services_scheduled_markets,services_mobile_telephone_services,services_business_centres,services/Type_of_Services/hair_styling_t,services_fast_food_joints,services_other,services_other_services,services_market_available,market_facilities_access_roads,market_facilities_electricity,market_facilities_toilets,market_facilities_motor_parks,market_facilities_waste_refuse_dump,market_facilities_other,other_market_facilities,market_absence_effect_travel_long_distance,market_absence_effect_low_patronage,market_absence_effect_more_spent_to_markets,market_absence_effect_high_patronage,mtn_present,mtn_signal_strength,glo_present,glo_signal_strength,etisalat_present,etisalat_signal_strength,airtel_present,airtel_signal_strength,visafone_present,visafone_signal_strength,has_other_network,other_network_name,other_network_signal_strength,involved_in_budget_process,community_access_to_budget_document,respondent_awareness_of_project_in_budget,name_of_project_in_budget,project_in_budget_monitor_implementation,project_in_budget_ask_questions,project_in_budget_do_nothing,project_in_budget_get_media_attention,area_council_budget_community_writes_needs,area_council_budget_coummunity_consultation,area_council_budget_other,area_council_budget_other_ways,project_implemented_due_to_request,name_project_implemented_due_to_request,community_briefing_on_development,months_since_last_community_briefing,cda_present,cda_initiates_meetings_with_area_council,cda_writes_to_area_councils,cda_never_contacted_area_council,area_councils_initiate_meetings_with_cda,cda_work_with_area_council_other,other_cda_work_with_area_council,cda_gender_composition,priority_need_to_community,other_priority_need_to_community,gps_location_of_community,community_latitude,community_longitude,community_altitude,gps_precision,today,submission_time,submission_date
amac,orozo,kpegyi,rural,ordinary_member,n/a,female,28,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,False,False,high_incidence_diseases,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,True,True,True,True,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,True,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,other,Public Senior Secondary School,8.958638613767663 7.550244678998744 438.94259592238814 15.0,8.9586386138,7.550244679,438.9425959224,15,2016-08-04,2016-08-04T20:12:41,2016-08-04
kuje,gudun_karya,buga,rural,ordinary_member,n/a,male,25,single,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,household_management,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,False,True,False,n/a,False,False,False,False,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,strong,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,yes,Community primary school,no,n/a,yes,True,True,False,False,False,n/a,more_men,primary_health,n/a,8.483443333333334 7.325723333333333 184.7 5.0,8.4834433333,7.3257233333,184.7,5,2016-08-04,2016-08-04T20:47:21,2016-08-04
kuje,gudun_karya,gudun_karya,rural,community_head,n/a,male,75,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,commercial_activities,no,False,False,True,True,True,long_distance_water_search,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,strong,no,n/a,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,True,False,False,False,True,False,n/a,no,n/a,no,n/a,yes,True,True,False,False,False,n/a,more_men,power,n/a,8.496076666666665 7.350346666666667 184.7 5.0,8.4960766667,7.3503466667,184.7,5,2016-08-04,2016-08-04T20:48:03,2016-08-04
kuje,gudun_karya,buga,rural,other,Secretary to the chief of the community,male,34,married,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,generators,n/a,social_life,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,strong,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,True,False,False,False,True,False,True,Send Delegates,yes,Community borehole,yes,1_to_6,yes,False,True,False,False,False,n/a,more_men,primary_health,n/a,8.483438333333334 7.325713333333335 200.8 5.0,8.4834383333,7.3257133333,200.8,5,2016-08-04,2016-08-04T20:48:42,2016-08-04
kuje,gudun_karya,zagabutu,rural,ordinary_member,n/a,male,42,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,yes,False,False,False,False,True,True,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,True,No standing structure for the school.,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,False,True,Send Delegates,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,public_primary,n/a,8.513833333333334 7.211758333333334 247.6 4.8,8.5138333333,7.2117583333,247.6,4.8,2016-08-04,2016-08-04T20:51:33,2016-08-04
kuje,gudun_karya,affa,rural,other,Son of the Chief,male,30,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,no,n/a,True,False,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,weak,yes,weak,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,False,True,False,False,False,True,Send Delegates,no,n/a,yes,1_to_6,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,8.47152 7.227775 211.2 4.6,8.47152,7.227775,211.2,4.6,2016-08-04,2016-08-04T20:53:58,2016-08-04
kuje,gudun_karya,gudun_karya,rural,ordinary_member,n/a,female,50,married,other,retired civil servant,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,30_or_more,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,commercial_activities,no,True,False,True,False,False,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,True,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,strong,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,True,False,False,False,True,False,n/a,yes,Junior and senior secondary school,no,n/a,yes,False,True,False,False,False,n/a,more_women,power,n/a,8.496108333333332 7.350218333333333 161.4 5.0,8.4961083333,7.3502183333,161.4,5,2016-08-04,2016-08-04T20:56:57,2016-08-04
kuje,gudun_karya,gudun_karya_gade,rural,youth_leader,n/a,male,27,married,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,no,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,no,n/a,False,False,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,no,n/a,yes,strong,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,True,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,more_men,water,n/a,8.497956666666665 7.347588333333334 187.7 4.8,8.4979566667,7.3475883333,187.7,4.8,2016-08-04,2016-08-04T21:07:38,2016-08-04
kuje,gudun_karya,gudun_karya_gade,rural,ordinary_member,n/a,female,20,married,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,16_to_20,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,no,n/a,False,False,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,no,n/a,yes,strong,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,8.497768333333333 7.347631666666667 190.2 4.8,8.4977683333,7.3476316667,190.2,4.8,2016-08-04,2016-08-04T21:17:58,2016-08-04
kuje,gudun_karya,zagabutu,rural,other,Community  head representive ,male,62,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,True,no,True,True,False,n/a,yes,False,False,False,False,False,False,False,False,True,No school  building,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,True,Send Delegates,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,8.513943333333334 7.211914999999999 250.0 4.9,8.5139433333,7.211915,250,4.9,2016-08-04,2016-08-04T21:28:18,2016-08-04
kuje,gudun_karya,affa,rural,ordinary_member,n/a,female,32,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,long_distance_water_search,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,no,n/a,True,False,True,False,n/a,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,no,n/a,yes,weak,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,yes,1_to_6,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,public_primary,n/a,8.471483333333333 7.227841666666666 216.1 4.6,8.4714833333,7.2278416667,216.1,4.6,2016-08-04,2016-08-04T21:42:49,2016-08-04
kuje,rubochi,zokutu,rural,ordinary_member,n/a,female,29,single,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,16_to_20,n/a,non_graded,False,True,True,True,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,long_distance_water_search,n/a,under_construction,False,False,False,False,False,True,no,False,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,True,no,n/a,True,False,False,False,n/a,False,False,True,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-04T22:41:26,2016-08-04
kuje,kujekwa,sabe,rural,community_head,n/a,male,74,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,food_preservation,no,False,False,True,True,True,unpunctuality,n/a,under_construction,False,False,False,True,True,True,no,True,False,False,n/a,yes,True,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,True,True,False,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-04T22:45:04,2016-08-04
kuje,kujekwa,gidan_bawa,rural,ordinary_member,n/a,male,38,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,True,True,True,True,no,generators,n/a,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,False,False,True,none,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,yes,Renovation of Primary School,False,True,False,False,True,False,False,n/a,yes,Renovation of schools,yes,36_or_more,yes,True,False,False,False,False,n/a,men_and_women,access_road,n/a,8.54931629 7.38114666 243.0 9.0,8.54931629,7.38114666,243,9,2016-08-04,2016-08-05T07:08:42,2016-08-05
kuje,kujekwa,gidan_bawa,rural,community_head,n/a,male,65,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,True,True,True,True,yes,n/a,none_of_the_above,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,True,False,False,False,False,False,n/a,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,True,False,n/a,yes,Renovation of primary School,yes,36_or_more,yes,False,True,True,True,False,n/a,men_and_women,access_road,n/a,8.56594129 7.38516312 241.0 11.0,8.56594129,7.38516312,241,11,2016-08-04,2016-08-05T07:06:10,2016-08-05
kuje,kujekwa,kujekwa,rural,ordinary_member,n/a,female,42,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,True,True,True,True,yes,n/a,none_of_the_above,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,False,False,False,False,False,False,n/a,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,yes,Renovation of Primary School,True,True,False,False,True,True,False,n/a,don_t_know,n/a,yes,25_to_36,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,8.5794263 7.37659488 281.0 30.0,8.5794263,7.37659488,281,30,2016-08-04,2016-08-05T07:19:08,2016-08-05
kuje,kujekwa,kujekwa,rural,community_head,n/a,male,72,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,True,True,True,True,no,generators,n/a,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,True,True,False,False,False,False,False,n/a,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,yes,no,n/a,True,True,True,False,True,True,False,n/a,yes,Renovation of primary school,yes,25_to_36,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T07:45:42,2016-08-05
amac,nyanya,nyanya_village,urban,community_head,n/a,male,85,married,other,chief,yes,False,False,False,True,False,False,n/a,born_here,30_or_more,n/a,dilapidated,False,True,False,False,yes,n/a,13_to_18,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,True,True,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,True,True,True,True,True,False,n/a,yes,False,True,True,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,no,yes,Skill acquisition centre,True,False,False,False,True,True,False,n/a,yes,"A new transformer, boleholes",yes,1_to_6,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,9.0244918 7.5722928 0.0 2299.999,9.0244918,7.5722928,0,2299.999,2016-08-05,2016-08-05T08:09:41,2016-08-05
amac,nyanya,nyanya_village,urban,ordinary_member,n/a,female,37,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,no,True,True,False,True,True,lot_money_buying_water,n/a,no,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,False,True,True,True,True,True,False,n/a,yes,False,True,True,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,9.0191524 7.5651808 0.0 2500.0,9.0191524,7.5651808,0,2500,2016-08-05,2016-08-05T08:09:43,2016-08-05
amac,gwarinpa,kado_village,urban,youth_leader,n/a,male,38,single,other,mechanic,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,dilapidated,False,True,True,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,True,True,True,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,False,True,False,True,True,True,True,False,n/a,yes,False,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,no,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T10:26:22,2016-08-05
amac,gwarinpa,kado_village,urban,ordinary_member,n/a,female,25,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,dilapidated,False,True,True,True,yes,n/a,7_to_12,commercial_activities,no,True,True,False,False,False,long_distance_water_search,n/a,yes,False,True,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,False,True,False,True,True,True,True,False,n/a,yes,False,True,False,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,no,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T10:29:04,2016-08-05
amac,garki,dutse_baba,urban,youth_leader,n/a,male,31,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,yes,n/a,13_to_18,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,True,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,False,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,more_men,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T10:33:25,2016-08-05
amac,garki,dutse_baba,rural,ordinary_member,n/a,female,33,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,yes,n/a,13_to_18,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,False,True,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,False,False,False,False,n/a,n/a,n/a,n/a,yes,waste_manager_engaged,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,weak,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T10:39:33,2016-08-05
kuje,yenche,gbambo,rural,youth_leader,n/a,male,53,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,True,no,none_of_the_above,n/a,food_preservation,no,False,False,True,True,True,punctuality,n/a,under_construction,False,False,False,True,True,True,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,no,n/a,False,True,True,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,True,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:01:01,2016-08-05
kuje,rubochi,zokutu,rural,community_head,n/a,male,61,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,yes,n/a,1_to_6,household_management,no,True,False,True,True,True,unpunctuality,n/a,no,False,False,False,False,True,False,no,False,True,False,n/a,yes,True,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,True,False,False,True,True,False,n/a,yes,False,False,True,False,False,False,n/a,n/a,n/a,n/a,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,True,False,False,True,False,False,n/a,no,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:01:15,2016-08-05
kuje,yenche,gambo,rural,youth_leader,n/a,female,37,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,False,True,True,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,True,True,long_distance_water_search,n/a,under_construction,False,False,False,True,True,False,no,False,True,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,True,False,False,True,True,False,n/a,yes,False,False,True,False,False,False,n/a,n/a,n/a,n/a,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:01:28,2016-08-05
